age,structure_name,gene,rpkm
37 pcw,orbital frontal cortex,SUV420H1,5.958008
37 pcw,amygdaloid complex,SUV420H1,5.512693
37 pcw,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,6.116325
37 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,5.664981
37 pcw,mediodorsal nucleus of thalamus,SUV420H1,4.35867
37 pcw,cerebellar cortex,SUV420H1,7.541431
37 pcw,striatum,SUV420H1,4.998783
37 pcw,posteroventral (inferior) parietal cortex,SUV420H1,6.410495
37 pcw,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,6.01808
37 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,5.878261
37 pcw,dorsolateral prefrontal cortex,SUV420H1,5.87803
37 pcw,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,5.724601
37 pcw,"primary motor cortex (area M1, area 4)",SUV420H1,5.025924
37 pcw,ventrolateral prefrontal cortex,SUV420H1,5.459103
37 pcw,hippocampus (hippocampal formation),SUV420H1,5.376886
4 mos,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,6.496542
4 mos,striatum,SUV420H1,3.815467
4 mos,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,6.060441
4 mos,cerebellar cortex,SUV420H1,8.747728
4 mos,hippocampus (hippocampal formation),SUV420H1,5.552593
4 mos,mediodorsal nucleus of thalamus,SUV420H1,3.963724
4 mos,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,7.349486
4 mos,amygdaloid complex,SUV420H1,5.387037
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,5.986081
4 mos,"primary motor cortex (area M1, area 4)",SUV420H1,6.31284
4 mos,dorsolateral prefrontal cortex,SUV420H1,4.903647
4 mos,orbital frontal cortex,SUV420H1,5.754972
4 mos,primary auditory cortex (core),SUV420H1,5.487785
4 mos,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,4.847611
4 mos,ventrolateral prefrontal cortex,SUV420H1,5.0572
4 mos,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,5.137853
4 mos,amygdaloid complex,SUV420H1,6.829102
4 mos,"primary motor cortex (area M1, area 4)",SUV420H1,4.86049
4 mos,mediodorsal nucleus of thalamus,SUV420H1,3.0483
4 mos,orbital frontal cortex,SUV420H1,4.467218
4 mos,striatum,SUV420H1,6.335706
4 mos,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,5.083381
4 mos,primary auditory cortex (core),SUV420H1,6.281612
4 mos,hippocampus (hippocampal formation),SUV420H1,6.822522
4 mos,amygdaloid complex,SUV420H1,6.101163
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,5.83736
4 mos,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,6.251344
4 mos,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,6.024827
4 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,4.600349
4 mos,posteroventral (inferior) parietal cortex,SUV420H1,5.330874
4 mos,cerebellar cortex,SUV420H1,8.93348
4 mos,dorsolateral prefrontal cortex,SUV420H1,5.654021
4 mos,ventrolateral prefrontal cortex,SUV420H1,5.769786
10 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,1.669077
10 mos,posteroventral (inferior) parietal cortex,SUV420H1,3.133206
10 mos,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,2.103835
10 mos,dorsolateral prefrontal cortex,SUV420H1,1.905266
10 mos,orbital frontal cortex,SUV420H1,2.402204
10 mos,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,3.319996
10 mos,cerebellar cortex,SUV420H1,9.518986
10 mos,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,2.09112
10 mos,mediodorsal nucleus of thalamus,SUV420H1,1.678427
10 mos,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,2.26368
1 yrs,amygdaloid complex,SUV420H1,5.10294
1 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,4.117394
1 yrs,dorsolateral prefrontal cortex,SUV420H1,4.655146
1 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,5.559223
1 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,5.77529
1 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,4.619939
1 yrs,orbital frontal cortex,SUV420H1,4.723983
1 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,5.80302
1 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,4.909776
1 yrs,ventrolateral prefrontal cortex,SUV420H1,5.143006
1 yrs,cerebellar cortex,SUV420H1,10.36025
1 yrs,primary auditory cortex (core),SUV420H1,5.31216
1 yrs,mediodorsal nucleus of thalamus,SUV420H1,4.880833
1 yrs,hippocampus (hippocampal formation),SUV420H1,5.374004
1 yrs,posteroventral (inferior) parietal cortex,SUV420H1,5.262852
1 yrs,striatum,SUV420H1,5.209549
2 yrs,ventrolateral prefrontal cortex,SUV420H1,2.264165
2 yrs,posteroventral (inferior) parietal cortex,SUV420H1,2.359524
2 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,2.335659
2 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,1.658584
2 yrs,mediodorsal nucleus of thalamus,SUV420H1,2.312993
2 yrs,dorsolateral prefrontal cortex,SUV420H1,2.537458
2 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,1.720526
2 yrs,cerebellar cortex,SUV420H1,2.935034
2 yrs,hippocampus (hippocampal formation),SUV420H1,2.288759
2 yrs,orbital frontal cortex,SUV420H1,1.267698
2 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,2.318393
2 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,2.56578
3 yrs,striatum,SUV420H1,4.523702
3 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,2.875664
3 yrs,posteroventral (inferior) parietal cortex,SUV420H1,3.600578
3 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,3.769282
3 yrs,cerebellar cortex,SUV420H1,7.177714
3 yrs,amygdaloid complex,SUV420H1,4.272404
3 yrs,ventrolateral prefrontal cortex,SUV420H1,3.76898
3 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,3.912317
3 yrs,primary auditory cortex (core),SUV420H1,2.379004
3 yrs,mediodorsal nucleus of thalamus,SUV420H1,4.097549
3 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,3.584907
3 yrs,orbital frontal cortex,SUV420H1,5.508595
3 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,5.288649
3 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,5.589506
3 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,5.763757
3 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,5.779703
3 yrs,posteroventral (inferior) parietal cortex,SUV420H1,6.047511
3 yrs,primary auditory cortex (core),SUV420H1,4.608313
3 yrs,cerebellar cortex,SUV420H1,10.925371
3 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,5.083334
3 yrs,amygdaloid complex,SUV420H1,4.842036
3 yrs,ventrolateral prefrontal cortex,SUV420H1,4.357588
3 yrs,dorsolateral prefrontal cortex,SUV420H1,3.699021
3 yrs,hippocampus (hippocampal formation),SUV420H1,5.670712
3 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,6.454128
4 yrs,amygdaloid complex,SUV420H1,2.29116
4 yrs,striatum,SUV420H1,2.587519
4 yrs,ventrolateral prefrontal cortex,SUV420H1,2.320079
4 yrs,dorsolateral prefrontal cortex,SUV420H1,1.392675
4 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,2.496436
4 yrs,cerebellar cortex,SUV420H1,5.394516
4 yrs,mediodorsal nucleus of thalamus,SUV420H1,2.857646
8 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,3.011985
8 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,1.971339
8 yrs,posteroventral (inferior) parietal cortex,SUV420H1,2.338525
8 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,2.95681
8 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,2.765198
8 yrs,mediodorsal nucleus of thalamus,SUV420H1,3.755083
8 yrs,ventrolateral prefrontal cortex,SUV420H1,2.740984
8 yrs,hippocampus (hippocampal formation),SUV420H1,4.307616
8 yrs,amygdaloid complex,SUV420H1,4.991142
8 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,2.067929
8 yrs,cerebellar cortex,SUV420H1,4.783714
8 yrs,dorsolateral prefrontal cortex,SUV420H1,3.883881
8 yrs,striatum,SUV420H1,2.695395
8 yrs,primary auditory cortex (core),SUV420H1,2.552891
8 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,2.476768
8 yrs,orbital frontal cortex,SUV420H1,3.34252
8 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,1.543331
8 yrs,cerebellar cortex,SUV420H1,7.18577
8 yrs,primary auditory cortex (core),SUV420H1,3.812115
8 yrs,ventrolateral prefrontal cortex,SUV420H1,3.139471
8 yrs,hippocampus (hippocampal formation),SUV420H1,4.202299
8 yrs,amygdaloid complex,SUV420H1,2.767119
8 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,4.097249
8 yrs,posteroventral (inferior) parietal cortex,SUV420H1,4.78115
8 yrs,dorsolateral prefrontal cortex,SUV420H1,1.697714
8 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,2.681996
8 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,3.879248
11 yrs,ventrolateral prefrontal cortex,SUV420H1,4.207146
11 yrs,posteroventral (inferior) parietal cortex,SUV420H1,4.282626
11 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,4.529792
11 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,3.732562
11 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,4.625635
11 yrs,dorsolateral prefrontal cortex,SUV420H1,3.70044
11 yrs,amygdaloid complex,SUV420H1,5.226982
11 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,5.06904
11 yrs,cerebellar cortex,SUV420H1,10.589365
11 yrs,primary auditory cortex (core),SUV420H1,4.891173
11 yrs,hippocampus (hippocampal formation),SUV420H1,4.263721
11 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,3.71022
11 yrs,orbital frontal cortex,SUV420H1,4.934431
11 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,4.44392
13 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,4.225825
13 yrs,posteroventral (inferior) parietal cortex,SUV420H1,3.101016
13 yrs,ventrolateral prefrontal cortex,SUV420H1,4.238067
13 yrs,primary auditory cortex (core),SUV420H1,4.617484
13 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,3.552066
13 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,3.263368
13 yrs,cerebellar cortex,SUV420H1,8.641312
13 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,4.638332
13 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,3.816948
13 yrs,dorsolateral prefrontal cortex,SUV420H1,3.878407
13 yrs,orbital frontal cortex,SUV420H1,3.573201
13 yrs,mediodorsal nucleus of thalamus,SUV420H1,3.527893
13 yrs,amygdaloid complex,SUV420H1,4.621012
13 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,4.049389
13 yrs,hippocampus (hippocampal formation),SUV420H1,4.522013
13 yrs,striatum,SUV420H1,4.869605
15 yrs,posteroventral (inferior) parietal cortex,SUV420H1,5.520456
15 yrs,cerebellar cortex,SUV420H1,7.521785
15 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,4.81382
15 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,4.411797
15 yrs,amygdaloid complex,SUV420H1,5.325383
18 yrs,hippocampus (hippocampal formation),SUV420H1,3.692968
18 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,2.87605
18 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,4.716861
18 yrs,primary auditory cortex (core),SUV420H1,3.16519
18 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,4.211633
18 yrs,ventrolateral prefrontal cortex,SUV420H1,4.034726
18 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,3.479536
18 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,3.170529
18 yrs,dorsolateral prefrontal cortex,SUV420H1,4.653996
18 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,2.745633
18 yrs,posteroventral (inferior) parietal cortex,SUV420H1,3.390074
18 yrs,orbital frontal cortex,SUV420H1,3.193864
18 yrs,cerebellar cortex,SUV420H1,5.42821
19 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,3.381458
19 yrs,cerebellar cortex,SUV420H1,7.063684
19 yrs,dorsolateral prefrontal cortex,SUV420H1,3.459563
19 yrs,amygdaloid complex,SUV420H1,2.555749
19 yrs,orbital frontal cortex,SUV420H1,3.770138
19 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,3.01866
19 yrs,striatum,SUV420H1,5.516018
19 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,4.24172
19 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,3.0433
19 yrs,hippocampus (hippocampal formation),SUV420H1,3.324539
19 yrs,primary auditory cortex (core),SUV420H1,4.859215
19 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,3.819529
19 yrs,posteroventral (inferior) parietal cortex,SUV420H1,4.390851
19 yrs,ventrolateral prefrontal cortex,SUV420H1,3.205766
19 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,3.838909
19 yrs,mediodorsal nucleus of thalamus,SUV420H1,2.988565
21 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,3.751814
21 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,4.518274
21 yrs,primary auditory cortex (core),SUV420H1,4.715443
21 yrs,dorsolateral prefrontal cortex,SUV420H1,4.973668
21 yrs,amygdaloid complex,SUV420H1,4.305746
21 yrs,mediodorsal nucleus of thalamus,SUV420H1,3.782437
21 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,5.684535
21 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,4.268295
21 yrs,ventrolateral prefrontal cortex,SUV420H1,5.159404
21 yrs,cerebellar cortex,SUV420H1,9.731712
21 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,4.765586
21 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,3.881812
21 yrs,posteroventral (inferior) parietal cortex,SUV420H1,4.856663
21 yrs,hippocampus (hippocampal formation),SUV420H1,3.798857
21 yrs,striatum,SUV420H1,4.702438
21 yrs,orbital frontal cortex,SUV420H1,5.456723
23 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,4.998779
23 yrs,amygdaloid complex,SUV420H1,5.8147
23 yrs,orbital frontal cortex,SUV420H1,5.089936
23 yrs,mediodorsal nucleus of thalamus,SUV420H1,5.193613
23 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,4.876293
23 yrs,ventrolateral prefrontal cortex,SUV420H1,4.982508
23 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,5.214542
23 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,4.508144
23 yrs,hippocampus (hippocampal formation),SUV420H1,5.407282
23 yrs,cerebellar cortex,SUV420H1,7.113736
23 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,5.31692
23 yrs,primary auditory cortex (core),SUV420H1,6.240305
23 yrs,posteroventral (inferior) parietal cortex,SUV420H1,5.958777
23 yrs,striatum,SUV420H1,5.027902
30 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,2.622369
30 yrs,striatum,SUV420H1,3.86028
30 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,2.539536
30 yrs,orbital frontal cortex,SUV420H1,2.678111
30 yrs,posteroventral (inferior) parietal cortex,SUV420H1,2.592962
30 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,3.012208
30 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,3.144209
30 yrs,mediodorsal nucleus of thalamus,SUV420H1,2.276692
30 yrs,hippocampus (hippocampal formation),SUV420H1,3.040903
30 yrs,primary auditory cortex (core),SUV420H1,1.767937
30 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,3.730292
30 yrs,dorsolateral prefrontal cortex,SUV420H1,3.798198
30 yrs,amygdaloid complex,SUV420H1,3.541495
30 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,2.717863
30 yrs,ventrolateral prefrontal cortex,SUV420H1,2.879157
30 yrs,cerebellar cortex,SUV420H1,6.06332
36 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,3.346715
36 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,4.171034
36 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,3.098161
36 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,3.601458
36 yrs,posteroventral (inferior) parietal cortex,SUV420H1,3.368179
36 yrs,amygdaloid complex,SUV420H1,4.127318
36 yrs,orbital frontal cortex,SUV420H1,3.851509
36 yrs,ventrolateral prefrontal cortex,SUV420H1,3.709346
36 yrs,dorsolateral prefrontal cortex,SUV420H1,3.957961
36 yrs,primary auditory cortex (core),SUV420H1,3.820941
36 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,4.339836
36 yrs,cerebellar cortex,SUV420H1,8.609441
36 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,3.246818
36 yrs,hippocampus (hippocampal formation),SUV420H1,4.626048
36 yrs,striatum,SUV420H1,5.109257
36 yrs,mediodorsal nucleus of thalamus,SUV420H1,3.459235
37 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,3.992743
37 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,5.512171
37 yrs,cerebellar cortex,SUV420H1,4.607204
37 yrs,hippocampus (hippocampal formation),SUV420H1,5.007608
37 yrs,posteroventral (inferior) parietal cortex,SUV420H1,3.61225
37 yrs,mediodorsal nucleus of thalamus,SUV420H1,3.048171
37 yrs,dorsolateral prefrontal cortex,SUV420H1,6.014617
37 yrs,ventrolateral prefrontal cortex,SUV420H1,4.552117
37 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,5.918204
37 yrs,primary auditory cortex (core),SUV420H1,4.837423
37 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,4.475658
37 yrs,orbital frontal cortex,SUV420H1,4.739891
37 yrs,striatum,SUV420H1,4.734774
37 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,3.077693
37 yrs,amygdaloid complex,SUV420H1,5.659887
37 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,SUV420H1,6.950674
40 yrs,dorsolateral prefrontal cortex,SUV420H1,2.525467
40 yrs,"inferolateral temporal cortex (area TEv, area 20)",SUV420H1,3.716367
40 yrs,ventrolateral prefrontal cortex,SUV420H1,4.511771
40 yrs,mediodorsal nucleus of thalamus,SUV420H1,3.908693
40 yrs,amygdaloid complex,SUV420H1,2.974339
40 yrs,primary auditory cortex (core),SUV420H1,2.338083
40 yrs,cerebellar cortex,SUV420H1,4.210252
40 yrs,"primary visual cortex (striate cortex, area V1/17)",SUV420H1,4.763498
40 yrs,orbital frontal cortex,SUV420H1,4.669792
40 yrs,posterior (caudal) superior temporal cortex (area 22c),SUV420H1,4.233318
40 yrs,posteroventral (inferior) parietal cortex,SUV420H1,4.33844
40 yrs,"primary motor cortex (area M1, area 4)",SUV420H1,1.958342
40 yrs,hippocampus (hippocampal formation),SUV420H1,1.939293
40 yrs,striatum,SUV420H1,5.033965
40 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",SUV420H1,2.662068
8 pcw,occipital neocortex,KYNU,0.082281
8 pcw,primary motor-sensory cortex (samples),KYNU,0.047665
8 pcw,amygdaloid complex,KYNU,0.0
8 pcw,medial ganglionic eminence,KYNU,0.022165
8 pcw,posterior (caudal) superior temporal cortex (area 22c),KYNU,0.111909
8 pcw,upper (rostral) rhombic lip,KYNU,0.027565
8 pcw,caudal ganglionic eminence,KYNU,0.011545
8 pcw,dorsal thalamus,KYNU,0.008744
8 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,KYNU,0.044642
8 pcw,dorsolateral prefrontal cortex,KYNU,0.064285
8 pcw,orbital frontal cortex,KYNU,0.076666
8 pcw,lateral ganglionic eminence,KYNU,0.012261
8 pcw,"inferolateral temporal cortex (area TEv, area 20)",KYNU,0.045058
8 pcw,hippocampus (hippocampal formation),KYNU,0.037181
8 pcw,ventrolateral prefrontal cortex,KYNU,0.015235
8 pcw,parietal neocortex,KYNU,0.0
9 pcw,dorsolateral prefrontal cortex,KYNU,0.027051
9 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,KYNU,0.040025
9 pcw,amygdaloid complex,KYNU,0.0
9 pcw,dorsal thalamus,KYNU,0.014292
